concatenationXY,time
2178309.1346269,0.9594473838806152
3524578.1346269,1.5309970378875732
5702887.1346269,2.06298828125
9227465.1346269,3.0875484943389893
14930352.1346269,4.4856297969818115
24157817.1346269,6.931077241897583
39088169.1346269,10.514755964279175
63245986.1346269,16.68281841278076
3524578.2178309,1.5625674724578857
5702887.2178309,2.0735549926757812
9227465.2178309,3.0238890647888184
14930352.2178309,1.5149765014648438
24157817.2178309,7.257049322128296
39088169.2178309,11.97067403793335
63245986.2178309,17.913200855255127
5702887.3524578,2.591439962387085
9227465.3524578,3.497765302658081
14930352.3524578,2.544301986694336
24157817.3524578,7.516747951507568
39088169.3524578,11.471466541290283
63245986.3524578,8.828106880187988
9227465.5702887,4.131498098373413
14930352.5702887,6.136210680007935
24157817.5702887,8.333593130111694
39088169.5702887,12.165385007858276
63245986.5702887,18.439942836761475
14930352.9227465,6.6384501457214355
24157817.9227465,9.009904146194458
39088169.9227465,13.389223098754883
63245986.9227465,19.637749671936035
24157817.14930352,10.453613042831421
39088169.14930352,14.697639465332031
63245986.14930352,10.611936092376709
39088169.24157817,18.11795973777771
63245986.24157817,23.982625007629395
63245986.39088169,29.13310408592224
