concatenationXY,time
317811.28657,0.0
514229.28657,0.0
832040.28657,0.0
1346269.28657,0.0
2178309.28657,0.0
3524578.28657,0.0
5702887.28657,0.0
9227465.28657,0.0
14930352.28657,0.0
24157817.28657,0.0
39088169.28657,0.0
63245986.28657,0.0
102334155.28657,0.0
165580141.28657,0.0
267914296.28657,0.0
433494437.28657,0.0009970664978027344
701408733.28657,0.0
1134903170.28657,0.0
1836311903.28657,0.0
2971215073.28657,0.0
4807526976.28657,0.0
7778742049.28657,0.0
12586269025.28657,0.0
20365011074.28657,0.0
32951280099.28657,0.0
53316291173.28657,0.0
86267571272.28657,0.0
139583862445.28657,0.0
225851433717.28657,0.0
365435296162.28657,0.0
591286729879.28657,0.0
956722026041.28657,0.0
75025.46368,0.0
121393.46368,0.0010006427764892578
196418.46368,0.0
317811.46368,0.0
514229.46368,0.0
832040.46368,0.0
1346269.46368,0.0
2178309.46368,0.0
3524578.46368,0.0
5702887.46368,0.0
9227465.46368,0.0
14930352.46368,0.0
24157817.46368,0.0
39088169.46368,0.000997781753540039
63245986.46368,0.0
102334155.46368,0.0
165580141.46368,0.0
267914296.46368,0.0
433494437.46368,0.0
701408733.46368,0.0
1134903170.46368,0.0
1836311903.46368,0.0
2971215073.46368,0.0
4807526976.46368,0.0
7778742049.46368,0.0
12586269025.46368,0.0
20365011074.46368,0.0
32951280099.46368,0.0
53316291173.46368,0.0
86267571272.46368,0.0
139583862445.46368,0.0
225851433717.46368,0.0
365435296162.46368,0.0
591286729879.46368,0.0
956722026041.46368,0.0
121393.75025,0.0
196418.75025,0.0
317811.75025,0.0
514229.75025,0.0
832040.75025,0.0
1346269.75025,0.0
2178309.75025,0.0
3524578.75025,0.0
5702887.75025,0.0
9227465.75025,0.0
14930352.75025,0.0
24157817.75025,0.0
39088169.75025,0.0
63245986.75025,0.0
102334155.75025,0.0
165580141.75025,0.0
267914296.75025,0.0
433494437.75025,0.0
701408733.75025,0.0
1134903170.75025,0.0
1836311903.75025,0.0
2971215073.75025,0.0
4807526976.75025,0.0
7778742049.75025,0.0
12586269025.75025,0.0
20365011074.75025,0.0
32951280099.75025,0.0
53316291173.75025,0.0
86267571272.75025,0.0
139583862445.75025,0.0
225851433717.75025,0.0
365435296162.75025,0.0
591286729879.75025,0.0
956722026041.75025,0.0
196418.121393,0.0
317811.121393,0.0
514229.121393,0.0
832040.121393,0.0
1346269.121393,0.0
2178309.121393,0.0
3524578.121393,0.0
5702887.121393,0.0
9227465.121393,0.000993490219116211
14930352.121393,0.0
24157817.121393,0.0
39088169.121393,0.0
63245986.121393,0.0
102334155.121393,0.0
165580141.121393,0.0
267914296.121393,0.0
433494437.121393,0.0
701408733.121393,0.0
1134903170.121393,0.0
1836311903.121393,0.0
2971215073.121393,0.0
4807526976.121393,0.0
7778742049.121393,0.000997304916381836
12586269025.121393,0.0
20365011074.121393,0.0
32951280099.121393,0.0
53316291173.121393,0.0
86267571272.121393,0.0
139583862445.121393,0.0
225851433717.121393,0.0
365435296162.121393,0.0
591286729879.121393,0.0
956722026041.121393,0.0
317811.196418,0.0
514229.196418,0.0
832040.196418,0.0
1346269.196418,0.0
2178309.196418,0.0
3524578.196418,0.0
5702887.196418,0.0
9227465.196418,0.0
14930352.196418,0.0
24157817.196418,0.0
39088169.196418,0.0
63245986.196418,0.0
102334155.196418,0.0
165580141.196418,0.0
267914296.196418,0.0
433494437.196418,0.0
701408733.196418,0.0
1134903170.196418,0.0
1836311903.196418,0.0
2971215073.196418,0.0
4807526976.196418,0.0
7778742049.196418,0.0
12586269025.196418,0.0
20365011074.196418,0.0
32951280099.196418,0.0
53316291173.196418,0.0
86267571272.196418,0.0
139583862445.196418,0.0
225851433717.196418,0.0
365435296162.196418,0.0009951591491699219
591286729879.196418,0.0
956722026041.196418,0.0
514229.317811,0.0
832040.317811,0.0
1346269.317811,0.0
2178309.317811,0.0
3524578.317811,0.0
5702887.317811,0.0
9227465.317811,0.0
14930352.317811,0.0
24157817.317811,0.0
39088169.317811,0.0
63245986.317811,0.0
102334155.317811,0.0
165580141.317811,0.0
267914296.317811,0.0
433494437.317811,0.0
701408733.317811,0.0
1134903170.317811,0.0
1836311903.317811,0.0
2971215073.317811,0.0
4807526976.317811,0.0
7778742049.317811,0.0
12586269025.317811,0.0
20365011074.317811,0.0
32951280099.317811,0.0
53316291173.317811,0.0
86267571272.317811,0.0
139583862445.317811,0.0
225851433717.317811,0.0
365435296162.317811,0.0009989738464355469
591286729879.317811,0.0
956722026041.317811,0.0
832040.514229,0.0
1346269.514229,0.0
2178309.514229,0.0
3524578.514229,0.0
5702887.514229,0.0
9227465.514229,0.0
14930352.514229,0.0
24157817.514229,0.0
39088169.514229,0.0
63245986.514229,0.0
102334155.514229,0.0
165580141.514229,0.0
267914296.514229,0.0
433494437.514229,0.0
701408733.514229,0.0
1134903170.514229,0.0
1836311903.514229,0.0
2971215073.514229,0.0
4807526976.514229,0.0
7778742049.514229,0.0
12586269025.514229,0.0
20365011074.514229,0.0
32951280099.514229,0.0
53316291173.514229,0.0
86267571272.514229,0.0
139583862445.514229,0.0
225851433717.514229,0.0
365435296162.514229,0.0
591286729879.514229,0.0
956722026041.514229,0.0
1346269.832040,0.0
2178309.832040,0.0
3524578.832040,0.0
5702887.832040,0.0
9227465.832040,0.0
14930352.832040,0.0
24157817.832040,0.0
39088169.832040,0.0
63245986.832040,0.0
102334155.832040,0.0
165580141.832040,0.0
267914296.832040,0.0009849071502685547
433494437.832040,0.0
701408733.832040,0.0
1134903170.832040,0.0
1836311903.832040,0.0
2971215073.832040,0.0
4807526976.832040,0.0
7778742049.832040,0.0
12586269025.832040,0.0
20365011074.832040,0.0
32951280099.832040,0.0
53316291173.832040,0.0
86267571272.832040,0.0
139583862445.832040,0.0
225851433717.832040,0.0009984970092773438
365435296162.832040,0.0
591286729879.832040,0.0
956722026041.832040,0.0
2178309.1346269,0.0
3524578.1346269,0.0
5702887.1346269,0.0
9227465.1346269,0.0
14930352.1346269,0.0
24157817.1346269,0.0
39088169.1346269,0.0
63245986.1346269,0.0
102334155.1346269,0.0
165580141.1346269,0.0
267914296.1346269,0.0
433494437.1346269,0.0
701408733.1346269,0.0
1134903170.1346269,0.0
1836311903.1346269,0.0
2971215073.1346269,0.0
4807526976.1346269,0.0
7778742049.1346269,0.0
12586269025.1346269,0.0
20365011074.1346269,0.0
32951280099.1346269,0.0
53316291173.1346269,0.0
86267571272.1346269,0.0
139583862445.1346269,0.0
225851433717.1346269,0.0
365435296162.1346269,0.0
591286729879.1346269,0.0
956722026041.1346269,0.0
3524578.2178309,0.0010139942169189453
5702887.2178309,0.0
9227465.2178309,0.0
14930352.2178309,0.0
24157817.2178309,0.0
39088169.2178309,0.0
63245986.2178309,0.0
102334155.2178309,0.0
165580141.2178309,0.0
267914296.2178309,0.0
433494437.2178309,0.0
701408733.2178309,0.0009942054748535156
1134903170.2178309,0.0
1836311903.2178309,0.0
2971215073.2178309,0.0
4807526976.2178309,0.0
7778742049.2178309,0.0
12586269025.2178309,0.0
20365011074.2178309,0.0
32951280099.2178309,0.0
53316291173.2178309,0.0
86267571272.2178309,0.0
139583862445.2178309,0.0
225851433717.2178309,0.0
365435296162.2178309,0.0009970664978027344
591286729879.2178309,0.0
956722026041.2178309,0.0
5702887.3524578,0.0
9227465.3524578,0.0010051727294921875
14930352.3524578,0.0
24157817.3524578,0.0
39088169.3524578,0.0
63245986.3524578,0.0
102334155.3524578,0.0
165580141.3524578,0.0
267914296.3524578,0.0
433494437.3524578,0.0
701408733.3524578,0.0
1134903170.3524578,0.0
1836311903.3524578,0.0
2971215073.3524578,0.0
4807526976.3524578,0.0
7778742049.3524578,0.0
12586269025.3524578,0.0
20365011074.3524578,0.0
32951280099.3524578,0.0
53316291173.3524578,0.0
86267571272.3524578,0.0
139583862445.3524578,0.0
225851433717.3524578,0.0
365435296162.3524578,0.0
591286729879.3524578,0.0
956722026041.3524578,0.0
9227465.5702887,0.0
14930352.5702887,0.0
24157817.5702887,0.0
39088169.5702887,0.0
63245986.5702887,0.0
102334155.5702887,0.0
165580141.5702887,0.0
267914296.5702887,0.0
433494437.5702887,0.0
701408733.5702887,0.0
1134903170.5702887,0.0
1836311903.5702887,0.0
2971215073.5702887,0.0
4807526976.5702887,0.001024007797241211
7778742049.5702887,0.0
12586269025.5702887,0.0
20365011074.5702887,0.0
32951280099.5702887,0.0
53316291173.5702887,0.0
86267571272.5702887,0.0
139583862445.5702887,0.0
225851433717.5702887,0.0
365435296162.5702887,0.0
591286729879.5702887,0.0
956722026041.5702887,0.0
14930352.9227465,0.0
24157817.9227465,0.0009982585906982422
39088169.9227465,0.0
63245986.9227465,0.0
102334155.9227465,0.0
165580141.9227465,0.0
267914296.9227465,0.0
433494437.9227465,0.0
701408733.9227465,0.0
1134903170.9227465,0.0
1836311903.9227465,0.0
2971215073.9227465,0.0
4807526976.9227465,0.0
7778742049.9227465,0.0
12586269025.9227465,0.0
20365011074.9227465,0.0
32951280099.9227465,0.0
53316291173.9227465,0.0
86267571272.9227465,0.0
139583862445.9227465,0.0
225851433717.9227465,0.0
365435296162.9227465,0.0
591286729879.9227465,0.0
956722026041.9227465,0.0
24157817.14930352,0.0
39088169.14930352,0.0
63245986.14930352,0.0
102334155.14930352,0.0
165580141.14930352,0.0
267914296.14930352,0.0
433494437.14930352,0.0
701408733.14930352,0.0
1134903170.14930352,0.0
1836311903.14930352,0.0
2971215073.14930352,0.0
4807526976.14930352,0.0
7778742049.14930352,0.0
12586269025.14930352,0.0
20365011074.14930352,0.0
32951280099.14930352,0.0
53316291173.14930352,0.0
86267571272.14930352,0.0
139583862445.14930352,0.0
225851433717.14930352,0.0
365435296162.14930352,0.0
591286729879.14930352,0.0
956722026041.14930352,0.0
39088169.24157817,0.0
63245986.24157817,0.0
102334155.24157817,0.0
165580141.24157817,0.0
267914296.24157817,0.0
433494437.24157817,0.0
701408733.24157817,0.0
1134903170.24157817,0.0
1836311903.24157817,0.0
2971215073.24157817,0.0
4807526976.24157817,0.0
7778742049.24157817,0.0
12586269025.24157817,0.0
20365011074.24157817,0.0
32951280099.24157817,0.0
53316291173.24157817,0.0
86267571272.24157817,0.0
139583862445.24157817,0.0
225851433717.24157817,0.0
365435296162.24157817,0.0
591286729879.24157817,0.0
956722026041.24157817,0.0
63245986.39088169,0.0
102334155.39088169,0.0
165580141.39088169,0.0
267914296.39088169,0.0
433494437.39088169,0.001001119613647461
701408733.39088169,0.0
1134903170.39088169,0.0
1836311903.39088169,0.0
2971215073.39088169,0.0
4807526976.39088169,0.0
7778742049.39088169,0.0
12586269025.39088169,0.0
20365011074.39088169,0.0
32951280099.39088169,0.0
53316291173.39088169,0.0
86267571272.39088169,0.0
139583862445.39088169,0.0
225851433717.39088169,0.0
365435296162.39088169,0.0
591286729879.39088169,0.0
956722026041.39088169,0.0
102334155.63245986,0.0
165580141.63245986,0.0
267914296.63245986,0.0
433494437.63245986,0.0
701408733.63245986,0.0
1134903170.63245986,0.0
1836311903.63245986,0.0
2971215073.63245986,0.0
4807526976.63245986,0.0
7778742049.63245986,0.0
12586269025.63245986,0.0
20365011074.63245986,0.0
32951280099.63245986,0.0
53316291173.63245986,0.0
86267571272.63245986,0.0
139583862445.63245986,0.0
225851433717.63245986,0.0
365435296162.63245986,0.0
591286729879.63245986,0.0
956722026041.63245986,0.0
165580141.102334155,0.0
267914296.102334155,0.0
433494437.102334155,0.0
701408733.102334155,0.0
1134903170.102334155,0.0
1836311903.102334155,0.0
2971215073.102334155,0.0
4807526976.102334155,0.0
7778742049.102334155,0.0
12586269025.102334155,0.0
20365011074.102334155,0.0
32951280099.102334155,0.0
53316291173.102334155,0.0
86267571272.102334155,0.0
139583862445.102334155,0.0
225851433717.102334155,0.0
365435296162.102334155,0.0
591286729879.102334155,0.0
956722026041.102334155,0.0
267914296.165580141,0.0
433494437.165580141,0.0
701408733.165580141,0.0
1134903170.165580141,0.0
1836311903.165580141,0.0
2971215073.165580141,0.0
4807526976.165580141,0.0
7778742049.165580141,0.0
12586269025.165580141,0.0
20365011074.165580141,0.0
32951280099.165580141,0.0
53316291173.165580141,0.0
86267571272.165580141,0.0
139583862445.165580141,0.0
225851433717.165580141,0.0
365435296162.165580141,0.0
591286729879.165580141,0.0
956722026041.165580141,0.0
433494437.267914296,0.0
701408733.267914296,0.0
1134903170.267914296,0.0
1836311903.267914296,0.001028299331665039
2971215073.267914296,0.0
4807526976.267914296,0.0
7778742049.267914296,0.0009970664978027344
12586269025.267914296,0.0
20365011074.267914296,0.0
32951280099.267914296,0.0
53316291173.267914296,0.0
86267571272.267914296,0.0
139583862445.267914296,0.0
225851433717.267914296,0.0010037422180175781
365435296162.267914296,0.0
591286729879.267914296,0.0
956722026041.267914296,0.0
701408733.433494437,0.0
1134903170.433494437,0.0
1836311903.433494437,0.0
2971215073.433494437,0.0
4807526976.433494437,0.0
7778742049.433494437,0.0
12586269025.433494437,0.0
20365011074.433494437,0.0
32951280099.433494437,0.0
53316291173.433494437,0.0
86267571272.433494437,0.0
139583862445.433494437,0.0
225851433717.433494437,0.0010306835174560547
365435296162.433494437,0.0
591286729879.433494437,0.0
956722026041.433494437,0.0
1134903170.701408733,0.0
1836311903.701408733,0.0009968280792236328
2971215073.701408733,0.0
4807526976.701408733,0.0
7778742049.701408733,0.0
12586269025.701408733,0.0
20365011074.701408733,0.0
32951280099.701408733,0.0
53316291173.701408733,0.0
86267571272.701408733,0.0
139583862445.701408733,0.0
225851433717.701408733,0.0
365435296162.701408733,0.0009694099426269531
591286729879.701408733,0.0
956722026041.701408733,0.0
1836311903.1134903170,0.0
2971215073.1134903170,0.0
4807526976.1134903170,0.0
7778742049.1134903170,0.0
12586269025.1134903170,0.0
20365011074.1134903170,0.0
32951280099.1134903170,0.0
53316291173.1134903170,0.0
86267571272.1134903170,0.0
139583862445.1134903170,0.0
225851433717.1134903170,0.0
365435296162.1134903170,0.0
591286729879.1134903170,0.0
956722026041.1134903170,0.0
2971215073.1836311903,0.0
4807526976.1836311903,0.0
7778742049.1836311903,0.0
12586269025.1836311903,0.0
20365011074.1836311903,0.0
32951280099.1836311903,0.0
53316291173.1836311903,0.0009963512420654297
86267571272.1836311903,0.0
139583862445.1836311903,0.0
225851433717.1836311903,0.0
365435296162.1836311903,0.0
591286729879.1836311903,0.0
956722026041.1836311903,0.0
4807526976.2971215073,0.0
7778742049.2971215073,0.0
12586269025.2971215073,0.0010182857513427734
20365011074.2971215073,0.0
32951280099.2971215073,0.0
53316291173.2971215073,0.0
86267571272.2971215073,0.0
139583862445.2971215073,0.0
225851433717.2971215073,0.0009670257568359375
365435296162.2971215073,0.0
591286729879.2971215073,0.0009975433349609375
956722026041.2971215073,0.0
7778742049.4807526976,0.0
12586269025.4807526976,0.0
20365011074.4807526976,0.0
32951280099.4807526976,0.0
53316291173.4807526976,0.0
86267571272.4807526976,0.0
139583862445.4807526976,0.0
225851433717.4807526976,0.0
365435296162.4807526976,0.0
591286729879.4807526976,0.0
956722026041.4807526976,0.0
12586269025.7778742049,0.0
20365011074.7778742049,0.0
32951280099.7778742049,0.0
53316291173.7778742049,0.0
86267571272.7778742049,0.0
139583862445.7778742049,0.0
225851433717.7778742049,0.0
365435296162.7778742049,0.0
591286729879.7778742049,0.0
956722026041.7778742049,0.0
20365011074.12586269025,0.0
32951280099.12586269025,0.0
53316291173.12586269025,0.0
86267571272.12586269025,0.0009953975677490234
139583862445.12586269025,0.0
225851433717.12586269025,0.0
365435296162.12586269025,0.0
591286729879.12586269025,0.0
956722026041.12586269025,0.0
32951280099.20365011074,0.0
53316291173.20365011074,0.0
86267571272.20365011074,0.0
139583862445.20365011074,0.0
225851433717.20365011074,0.0
365435296162.20365011074,0.0
591286729879.20365011074,0.0
956722026041.20365011074,0.0
53316291173.32951280099,0.0
86267571272.32951280099,0.0
139583862445.32951280099,0.0
225851433717.32951280099,0.0
365435296162.32951280099,0.0
591286729879.32951280099,0.0
956722026041.32951280099,0.0
86267571272.53316291173,0.0
139583862445.53316291173,0.0
225851433717.53316291173,0.0
365435296162.53316291173,0.0
591286729879.53316291173,0.0
956722026041.53316291173,0.0
139583862445.86267571272,0.0009951591491699219
225851433717.86267571272,0.0
365435296162.86267571272,0.0
591286729879.86267571272,0.0
956722026041.86267571272,0.0
225851433717.139583862445,0.0
365435296162.139583862445,0.0
591286729879.139583862445,0.0
956722026041.139583862445,0.0
365435296162.225851433717,0.0009992122650146484
591286729879.225851433717,0.0
956722026041.225851433717,0.0
591286729879.365435296162,0.0
956722026041.365435296162,0.0
956722026041.591286729879,0.0
